0.014142 0.067564
0.042426 0.200182
0.070711 0.328239
0.098995 0.447422
0.127279 0.572404
0.155563 0.671505
0.183848 0.781566
0.212132 0.873561
0.240416 0.957035
0.268701 1.024457
0.296985 1.084809
0.325269 1.145726
0.353553 1.217038
0.381838 1.243095
0.410122 1.275374
0.438406 1.285097
0.466690 1.294113
0.494975 1.303800
0.523259 1.307866
0.551543 1.293795
0.579828 1.284920
0.608112 1.253737
0.636396 1.230367
0.664680 1.176132
0.692965 1.151242
0.721249 1.102275
0.749533 1.043903
0.777817 0.980546
0.806102 0.939887
0.834386 0.871192
0.862670 0.810027
0.890955 0.749711
0.919239 0.683207
0.947523 0.614724
0.975807 0.546877
1.004092 0.484086
1.032376 0.417830
1.060660 0.363701
1.088944 0.305789
1.117229 0.255690
1.145513 0.203647
1.173797 0.162458
1.202082 0.127951
1.230366 0.088353
1.258650 0.059326
1.286934 0.037406
1.315219 0.022415
1.343503 0.009829
1.371787 0.003147
1.400071 0.000318
