0.000141 0.000677
0.000424 0.002010
0.000707 0.003379
0.000990 0.004690
0.001273 0.006116
0.001556 0.007385
0.001838 0.008642
0.002121 0.009999
0.002404 0.011501
0.002687 0.012699
0.002970 0.014071
0.003253 0.015604
0.003536 0.016642
0.003818 0.018027
0.004101 0.019445
0.004384 0.020881
0.004667 0.022109
0.004950 0.023500
0.005233 0.024880
0.005515 0.026297
0.005798 0.027181
0.006081 0.028755
0.006364 0.030034
0.006647 0.031707
0.006930 0.033242
0.007212 0.034125
0.007495 0.035440
0.007778 0.036958
0.008061 0.038261
0.008344 0.039700
0.008627 0.040985
0.008910 0.042278
0.009192 0.043198
0.009475 0.044955
0.009758 0.046074
0.010041 0.047579
0.010324 0.048927
0.010607 0.050106
0.010889 0.051443
0.011172 0.052843
0.011455 0.054397
0.011738 0.055736
0.012021 0.056765
0.012304 0.058262
0.012587 0.059536
0.012869 0.060573
0.013152 0.062432
0.013435 0.063536
0.013718 0.064983
0.014001 0.066471
0.014284 0.068003
0.014566 0.069242
0.014849 0.070747
0.015132 0.071820
0.015415 0.073035
0.015698 0.074145
0.015981 0.075789
0.016263 0.077151
0.016546 0.078406
0.016829 0.079854
0.017112 0.080955
0.017395 0.082211
0.017678 0.083622
0.017961 0.084975
0.018243 0.086232
0.018526 0.087779
0.018809 0.088753
0.019092 0.090162
0.019375 0.091951
0.019658 0.092856
0.019940 0.094345
0.020223 0.095969
0.020506 0.097243
0.020789 0.098708
0.021072 0.099728
0.021355 0.101156
0.021637 0.102312
0.021920 0.103495
0.022203 0.104665
0.022486 0.106218
0.022769 0.107187
0.023052 0.108969
0.023335 0.110572
0.023617 0.111743
0.023900 0.113208
0.024183 0.114234
0.024466 0.115683
0.024749 0.116418
0.025032 0.118078
0.025314 0.119757
0.025597 0.120947
0.025880 0.122552
0.026163 0.123528
0.026446 0.125363
0.026729 0.126833
0.027011 0.127954
0.027294 0.129269
0.027577 0.129915
0.027860 0.131218
0.028143 0.132822
0.028426 0.134101
0.028709 0.135766
0.028991 0.137190
0.029274 0.138253
0.029557 0.139424
0.029840 0.141142
0.030123 0.142553
0.030406 0.143498
0.030688 0.144869
0.030971 0.145612
0.031254 0.147621
0.031537 0.148913
0.031820 0.150167
0.032103 0.151919
0.032385 0.153054
0.032668 0.153564
0.032951 0.154821
0.033234 0.156328
0.033517 0.157779
0.033800 0.159425
0.034083 0.161180
0.034365 0.162028
0.034648 0.162868
0.034931 0.165389
0.035214 0.166094
0.035497 0.166609
0.035780 0.168621
0.036062 0.169928
0.036345 0.171095
0.036628 0.172853
0.036911 0.174058
0.037194 0.176124
0.037477 0.177110
0.037760 0.177818
0.038042 0.178732
0.038325 0.180326
0.038608 0.181906
0.038891 0.183169
0.039174 0.184288
0.039457 0.185680
0.039739 0.187068
0.040022 0.188497
0.040305 0.189354
0.040588 0.190773
0.040871 0.192445
0.041154 0.193017
0.041436 0.194834
0.041719 0.195345
0.042002 0.197528
0.042285 0.199187
0.042568 0.200537
0.042851 0.201079
0.043134 0.202813
0.043416 0.204185
0.043699 0.205175
0.043982 0.206674
0.044265 0.207823
0.044548 0.209715
0.044831 0.211122
0.045113 0.211896
0.045396 0.213742
0.045679 0.214841
0.045962 0.215800
0.046245 0.217215
0.046528 0.218857
0.046810 0.220119
0.047093 0.221218
0.047376 0.222109
0.047659 0.223646
0.047942 0.225728
0.048225 0.225869
0.048508 0.227181
0.048790 0.228771
0.049073 0.230361
0.049356 0.231094
0.049639 0.232569
0.049922 0.234183
0.050205 0.235507
0.050487 0.236453
0.050770 0.238089
0.051053 0.238841
0.051336 0.240890
0.051619 0.242330
0.051902 0.242825
0.052184 0.244093
0.052467 0.245331
0.052750 0.246566
0.053033 0.248626
0.053316 0.250703
0.053599 0.250597
0.053882 0.252147
0.054164 0.254358
0.054447 0.254484
0.054730 0.255637
0.055013 0.257250
0.055296 0.258189
0.055579 0.260389
0.055861 0.260456
0.056144 0.262396
0.056427 0.263834
0.056710 0.265542
0.056993 0.265409
0.057276 0.267445
0.057558 0.269474
0.057841 0.269398
0.058124 0.271751
0.058407 0.272361
0.058690 0.274291
